"","CSP17CD","damage.rate","CSP.damage.li","CSP.damage.ui","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
"1","E22000001",0.0901040603958376,0.0812292997881055,0.100103670832134,0.0866430903155604,0.0880032644178455,0.0901795429815016,0.0874591947769315,0.0858269858541893,0.0946681175190424,0.0934439608269858,0.102557127312296,0.0969804134929271,0.0877312295973885,0.0880032644178455,0.08759521218716,0.0920837867247008,0.0908596300326442,0.0860990206746464,0.0780739934711643,0.0882752992383025,0.0835146898803047,0.0931719260065288,0.0899075081610446,0.0967083786724701,0.0920837867247008,0.0854189336235038,0.0888193688792165,0.0935799782372144,0.0942600652883569,0.0855549510337323,0.0908596300326442,0.088955386289445,0.0954842219804135,0.0909956474428727,0.0874591947769315,0.0931719260065288,0.0907236126224157,0.0863710554951034,0.0837867247007617,0.0918117519042437,0.0869151251360174,0.0880032644178455,0.0972524483133841,0.0867791077257889,0.0863710554951034,0.081474428726877,0.0952121871599565,0.0863710554951034,0.0880032644178455,0.0994287268770403,0.0844668117519042,0.0907236126224157,0.0900435255712731,0.101060935799782,0.095892274211099,0.0882752992383025,0.0894994559303591,0.0899075081610446,0.0937159956474429,0.0986126224156692,0.0899075081610446,0.0866430903155604,0.0865070729053319,0.0901795429815016,0.0912676822633297,0.0928998911860718,0.101196953210011,0.100244831338411,0.0843307943416757,0.080658324265506,0.0941240478781284,0.0967083786724701,0.0909956474428727,0.0927638737758433,0.0967083786724701,0.0871871599564744,0.0919477693144723,0.0972524483133841,0.0847388465723613,0.0859630032644178,0.0904515778019587,0.0918117519042437,0.0877312295973885,0.0980685527747552,0.0938520130576714,0.0888193688792165,0.0894994559303591,0.095892274211099,0.0890914036996736,0.0870511425462459,0.0905875952121872,0.0957562568008705,0.0912676822633297,0.0965723612622416,0.0871871599564744,0.0858269858541893,0.088683351468988,0.0935799782372144,0.094804134929271,0.100788900979325,0.0859630032644178,0.088955386289445,0.0870511425462459
"2","E22000002",0.0898619402780894,0.0831600780765632,0.0967009342353383,0.0890287277701778,0.0879343365253078,0.0908891928864569,0.0918194254445964,0.0851983584131327,0.0895212038303694,0.094500683994528,0.0907250341997264,0.0895759233926129,0.0906703146374829,0.093187414500684,0.0849794801641587,0.0856908344733242,0.0884268125854993,0.0861285909712722,0.0886456908344733,0.0891381668946648,0.0969630642954856,0.0963064295485636,0.0824076607387141,0.0909439124487004,0.0920383036935705,0.0908891928864569,0.0920383036935705,0.0839398084815322,0.0899589603283174,0.0906155950752394,0.0952120383036936,0.0918194254445964,0.0949384404924761,0.09296853625171,0.0919835841313269,0.0917099863201094,0.0859097127222982,0.092859097127223,0.0839398084815322,0.0925854993160055,0.0859097127222982,0.0925854993160055,0.0908891928864569,0.0875512995896033,0.0923666210670315,0.0963611491108071,0.0878796169630643,0.0918194254445964,0.0907797537619699,0.0884268125854993,0.0902872777017784,0.0958139534883721,0.0853625170998632,0.0883173734610123,0.0913269493844049,0.0843775649794802,0.0908891928864569,0.0922571819425445,0.0883720930232558,0.0824076607387141,0.0909439124487004,0.0929138166894665,0.0912722298221614,0.0893023255813954,0.0917647058823529,0.0932421340629275,0.0896306429548564,0.0951025991792066,0.0891928864569083,0.0864569083447332,0.0902872777017784,0.0836662106703146,0.0960328317373461,0.0908891928864569,0.0892476060191518,0.0904514363885089,0.0909439124487004,0.092859097127223,0.0964158686730506,0.0891928864569083,0.0824076607387141,0.0888098495212038,0.0948837209302326,0.0873871409028728,0.0880437756497948,0.0879890560875513,0.0888645690834473,0.0967441860465116,0.0901778385772914,0.0879343365253078,0.0896853625170999,0.0843228454172367,0.0865116279069767,0.0845964432284542,0.0897948016415869,0.0875512995896033,0.093625170998632,0.0885909712722298,0.0916005471956224,0.0867852257181942,0.0854719562243502,0.0923666210670315,0.0890287277701778
"3","E22000003",0.0782300202885738,0.0706147200354388,0.0857651960928622,0.07095092372209,0.0835316785673807,0.0762779100079338,0.0782046922815369,0.0715176243907968,0.0717443046582795,0.0721976651932449,0.0884053043182591,0.0794514337526918,0.076957950810382,0.0765045902754165,0.0809248554913295,0.0901054063243795,0.0755978692054857,0.0823982772299671,0.0752578488042616,0.0755978692054857,0.0765045902754165,0.0779780120140542,0.0805848350901054,0.0766179304091579,0.081718236427519,0.0771846310778647,0.0850051003060184,0.0808115153575881,0.0783180324152783,0.072537685594469,0.0758245494729684,0.0748044882692962,0.0796781140201745,0.0703842230533832,0.0777513317465715,0.078544712682761,0.0787713929502437,0.0774113113453474,0.0706109033208659,0.0822849370962258,0.0787713929502437,0.0816048962937776,0.0726510257282104,0.0797914541539159,0.0740111073331067,0.0733310665306585,0.0755978692054857,0.0746911481355548,0.0783180324152783,0.0803581548226227,0.0779780120140542,0.0800181344213986,0.0738977671993653,0.0803581548226227,0.0857984812422079,0.0779780120140542,0.0737844270656239,0.0745778080018134,0.0779780120140542,0.0766179304091579,0.0825116173637085,0.0794514337526918,0.0823982772299671,0.081718236427519,0.076957950810382,0.0847784200385356,0.0737844270656239,0.0776379916128301,0.0786580528165023,0.0789980732177264,0.0812648758925536,0.0774113113453474,0.0765045902754165,0.0766179304091579,0.0813782160262949,0.0821715969624844,0.0779780120140542,0.0787713929502437,0.0778646718803128,0.0771846310778647,0.0778646718803128,0.0825116173637085,0.0711776039895727,0.0811515357588122,0.0830783180324153,0.0799047942876573,0.0775246514790887,0.0761645698741925,0.0872719029808455,0.0731043862631758,0.0776379916128301,0.0810381956250708,0.0751445086705202,0.0791114133514677,0.0750311685367789,0.0766179304091579,0.077297971211606,0.0782046922815369,0.0831916581661566,0.0820582568287431,0.0736710869318826,0.0777513317465715,0.0813782160262949
"4","E22000006",0.0907958117130689,0.0831123542272747,0.0990951964515425,0.0954063604240283,0.094848428491724,0.0921517574855868,0.0915938255532825,0.0897340524456016,0.0903849730332899,0.0908499163102102,0.0985679747070857,0.0951273944578761,0.0918727915194346,0.0887111772363772,0.0885251999256091,0.0935465873163474,0.0928956667286591,0.081830016737958,0.0956853263901804,0.0941045192486517,0.0994978612609262,0.0895480751348336,0.0909429049655942,0.0921517574855868,0.0920587688302027,0.0901989957225219,0.102194532267063,0.0896410637902176,0.094941417147108,0.0941045192486517,0.0914078482425144,0.097080156220941,0.0867584154733123,0.0872233587502325,0.0879672679933048,0.0921517574855868,0.0887111772363772,0.0901989957225219,0.0995908499163102,0.0901989957225219,0.0910358936209782,0.0942904965594197,0.0907569276548261,0.0903849730332899,0.0878742793379208,0.0920587688302027,0.0921517574855868,0.090570950344058,0.0923377347963548,0.0831318579133346,0.0901989957225219,0.0881532453040729,0.0907569276548261,0.0920587688302027,0.0936395759717314,0.0879672679933048,0.0938255532824995,0.0860145062302399,0.086200483541008,0.0934535986609634,0.0988469406732379,0.0933606100055793,0.092616700762507,0.0847126650548633,0.0871303700948484,0.0910358936209782,0.0867584154733123,0.0911288822763623,0.0910358936209782,0.088432211270225,0.0934535986609634,0.0915938255532825,0.0963362469778687,0.0863864608517761,0.0912218709317463,0.0923377347963548,0.0964292356332527,0.081830016737958,0.0906639389994421,0.0906639389994421,0.0872233587502325,0.0965222242886368,0.0847126650548633,0.088246233959457,0.0918727915194346,0.0954993490794123,0.0928956667286591,0.0954063604240283,0.0910358936209782,0.0886181885809931,0.0920587688302027,0.0790403570764367,0.086200483541008,0.0983819973963176,0.0954993490794123,0.0908499163102102,0.0885251999256091,0.0895480751348336,0.0890831318579133,0.0922447461409708,0.0940115305932676,0.0848056537102474,0.0828528919471824
"5","E22000009",0.0853131072525544,0.07424064207816,0.0954098829179221,0.0786710546936217,0.0786710546936217,0.0847829493809748,0.0760068954709293,0.0913649898135089,0.0822755054066761,0.0829023664002507,0.0957530167685316,0.0912082745651152,0.0907381288199342,0.0861933866165178,0.0811784986679204,0.0854098103745494,0.077103902209685,0.0924619965522645,0.0894844068327848,0.0810217834195267,0.0899545525779658,0.0905814135715405,0.0808650681711331,0.0949694405265632,0.0897978373295722,0.07945463093559,0.0818053596614951,0.0869769628584861,0.078044193700047,0.0796113461839837,0.0880739695972418,0.0857232408713368,0.076163610719323,0.0709920075223319,0.0849396646293684,0.0860366713681241,0.0810217834195267,0.0802382071775584,0.0852530951261558,0.0772606174580787,0.0829023664002507,0.0822755054066761,0.0866635323616988,0.0783576241968344,0.0814919291647077,0.0868202476100925,0.080394922425952,0.0861933866165178,0.0836859426422191,0.0868202476100925,0.0927754270490519,0.0786710546936217,0.0783576241968344,0.0854098103745494,0.0879172543488481,0.0852530951261558,0.0954395862717442,0.078984485190409,0.0846262341325811,0.0844695188841874,0.0824322206550697,0.0836859426422191,0.0954395862717442,0.0896411220811785,0.0907381288199342,0.0841560883874001,0.0838426578906128,0.0835292273938254,0.0874471086036671,0.0847829493809748,0.0829023664002507,0.0930888575458392,0.0850963798777621,0.0871336781068798,0.0924619965522645,0.080394922425952,0.0818053596614951,0.0868202476100925,0.0854098103745494,0.0850963798777621,0.0829023664002507,0.0883874000940292,0.0855665256229431,0.0916784203102962,0.0855665256229431,0.0847829493809748,0.075693464974142,0.0736561667450243,0.0811784986679204,0.0963798777621063,0.0835292273938254,0.0824322206550697,0.0796113461839837,0.0844695188841874,0.0921485660554772,0.0800814919291647,0.0915217050619025,0.0894844068327848,0.0912082745651152,0.079924776680771,0.073812881993418,0.0887008305908165,0.0934022880426265
"6","E22000010",0.0864280618631634,0.0777215840544111,0.0954322724538673,0.0912639655404496,0.0897832817337461,0.0918023960156145,0.0817068246062727,0.085475837932427,0.0864180912639655,0.0835913312693498,0.0849374074572621,0.0839951541257235,0.0783416341364921,0.0992058150491318,0.0860142684075919,0.0911293579216584,0.0916677883968233,0.0861488760263831,0.0909947503028671,0.0852066226948445,0.0888410284022076,0.0896486741149549,0.0874949522142953,0.104993942657154,0.0877641674518778,0.0850720150760533,0.0834567236505586,0.0860142684075919,0.0807645712747341,0.0858796607888006,0.0798223179431956,0.0857450531700094,0.0864180912639655,0.0819760398438552,0.0892448512585812,0.0860142684075919,0.0811683941311078,0.0773993808049536,0.0825144703190201,0.0919370036344057,0.084264369363306,0.0876295598330866,0.0858796607888006,0.0829182931753937,0.0811683941311078,0.0936869026786916,0.0870911293579217,0.087898775070669,0.0829182931753937,0.0888410284022076,0.0821106474626464,0.0930138645847355,0.0782070265177009,0.0928792569659443,0.0881679903082515,0.083052900794185,0.0923408264907794,0.087898775070669,0.0822452550814376,0.0850720150760533,0.0826490779378113,0.087898775070669,0.0881679903082515,0.0892448512585812,0.0934176874411092,0.0872257369767129,0.0865526988827568,0.0825144703190201,0.0817068246062727,0.0908601426840759,0.0877641674518778,0.0905909274464935,0.0826490779378113,0.0856104455512182,0.0852066226948445,0.0865526988827568,0.0827836855566025,0.0874949522142953,0.0827836855566025,0.0883025979270427,0.0826490779378113,0.0939561179162741,0.0905909274464935,0.0923408264907794,0.0818414322250639,0.08911024363979,0.0856104455512182,0.0943599407726477,0.0872257369767129,0.0783416341364921,0.0852066226948445,0.0833221160317674,0.0907255350652847,0.0795531027056131,0.0887064207834163,0.0846681922196796,0.0857450531700094,0.0860142684075919,0.0857450531700094,0.0905909274464935,0.0887064207834163,0.0810337865123166,0.0845335846008884
"7","E22000013",0.0848139743973969,0.0728404959378272,0.0971616449313657,0.0944123314065511,0.0764290301862556,0.0843502461999572,0.095268679083708,0.0986940697923357,0.0830657246842218,0.0742881609933633,0.086919289231428,0.0920573752943695,0.0899165061014772,0.0922714622136587,0.0798544208948833,0.0963391136801541,0.0892742453436095,0.0843502461999572,0.0830657246842218,0.0871333761507172,0.0738599871547848,0.102547634339542,0.0822093770070649,0.0867052023121387,0.0854206807964033,0.077713551701991,0.0946264183258403,0.086062941554271,0.0734318133162064,0.0796403339755941,0.0871333761507172,0.0920573752943695,0.0834938985228003,0.0787839862984372,0.0890601584243203,0.0901305930207664,0.0862770284735603,0.0847784200385356,0.086062941554271,0.0779276386212802,0.086062941554271,0.0918432883750803,0.083279811603511,0.0757867694283879,0.0867052023121387,0.0819952900877756,0.0783558124598587,0.0843502461999572,0.0757867694283879,0.0811389424106187,0.0772853778634126,0.0845643331192464,0.0834938985228003,0.0892742453436095,0.0894883322628987,0.0751445086705202,0.0922714622136587,0.0877756369085849,0.0909869406979234,0.0856347677156926,0.0873474630700064,0.0732177263969171,0.0755726825090987,0.0858488546349818,0.0843502461999572,0.0697923356882895,0.0802825947334618,0.0847784200385356,0.0867052023121387,0.0871333761507172,0.0954827660029972,0.0839220723613787,0.0892742453436095,0.0871333761507172,0.083279811603511,0.0762149432669664,0.077713551701991,0.086062941554271,0.0862770284735603,0.0912010276172126,0.0894883322628987,0.088846071505031,0.0961250267608649,0.0854206807964033,0.0779276386212802,0.0892742453436095,0.0879897238278741,0.0723613787197602,0.0864911153928495,0.088846071505031,0.0843502461999572,0.083279811603511,0.0852065938771141,0.0914151145365018,0.0819952900877756,0.0807107685720403,0.0834938985228003,0.0849925069578249,0.0796403339755941,0.0789980732177264,0.0903446799400557,0.0867052023121387,0.0877756369085849
"8","E22000014",0.088114635696539,0.0748541090749918,0.102909543048672,0.096503900606761,0.0863912164114418,0.0777232013868824,0.0875469517480497,0.096503900606761,0.102282577289801,0.0910141577578734,0.105460849465472,0.0993932389482808,0.0884137532505056,0.0878358855822017,0.0881248194163537,0.0947702976018492,0.0950592314360012,0.0907252239237215,0.0843686795723779,0.0939034960993932,0.097659635943369,0.0811904073967062,0.097370702109217,0.0817682750650101,0.0910141577578734,0.0924588269286333,0.100548974284889,0.0869690840797457,0.0941924299335452,0.0898584224212655,0.0722334585379948,0.083501878069922,0.100548974284889,0.0803236058942502,0.0849465472406819,0.0930366945969373,0.0895694885871136,0.0765674660502745,0.0762785322161225,0.0866801502455938,0.0809014735625542,0.0843686795723779,0.0959260329384571,0.0892805547529616,0.0872580179138977,0.0982375036116729,0.0939034960993932,0.0947702976018492,0.083501878069922,0.0944813637676972,0.0788789367234903,0.0939034960993932,0.0869690840797457,0.0901473562554175,0.0982375036116729,0.0716555908696908,0.0849465472406819,0.104594047963016,0.0872580179138977,0.096792834440913,0.083790811904074,0.0881248194163537,0.0823461427333141,0.097659635943369,0.0869690840797457,0.0921698930944814,0.0884137532505056,0.0840797457382259,0.0754117307136666,0.0806125397284022,0.0872580179138977,0.0904362900895695,0.0982375036116729,0.082635076567466,0.0939034960993932,0.0797457382259463,0.0803236058942502,0.0765674660502745,0.0866801502455938,0.0889916209188096,0.0881248194163537,0.0962149667726091,0.0927477607627853,0.0840797457382259,0.0993932389482808,0.0875469517480497,0.0878358855822017,0.0887026870846576,0.0875469517480497,0.0858133487431378,0.0930366945969373,0.0895694885871136,0.0759895983819705,0.0806125397284022,0.0927477607627853,0.0904362900895695,0.0901473562554175,0.0907252239237215,0.0933256284310893,0.0788789367234903,0.0924588269286333,0.0823461427333141,0.096792834440913
"9","E22000015",0.0787050713934023,0.0677426960441908,0.0897265309375915,0.0809945839487937,0.0832102412604628,0.0807483998030527,0.0768094534711965,0.0770556376169375,0.0773018217626785,0.0787789266371246,0.086410635155096,0.0775480059084195,0.0913343180699163,0.0785327424913836,0.0787789266371246,0.086903003446578,0.0785327424913836,0.0790251107828656,0.0785327424913836,0.0765632693254554,0.0805022156573117,0.0841949778434269,0.0780403741999015,0.0800098473658296,0.0748399803052683,0.0782865583456425,0.0782865583456425,0.0809945839487937,0.0748399803052683,0.0760709010339734,0.0745937961595273,0.0891186607582472,0.0795174790743476,0.0765632693254554,0.0849335302806499,0.0802560315115707,0.100689315608075,0.0903495814869522,0.0768094534711965,0.0829640571147218,0.0748399803052683,0.069177744953225,0.0728705071393402,0.0851797144263909,0.0809945839487937,0.0770556376169375,0.0790251107828656,0.0753323485967504,0.0846873461349089,0.0824716888232398,0.0817331363860167,0.0790251107828656,0.0706548498276711,0.0773018217626785,0.086656819300837,0.0817331363860167,0.0709010339734121,0.0846873461349089,0.0782865583456425,0.0713934022648941,0.0635155096011817,0.0760709010339734,0.0802560315115707,0.0787789266371246,0.0814869522402757,0.0706548498276711,0.0844411619891679,0.0672082717872969,0.0669620876415559,0.0822255046774988,0.0805022156573117,0.0773018217626785,0.0733628754308223,0.0753323485967504,0.0726243229935992,0.0760709010339734,0.0699162973904481,0.0846873461349089,0.0775480059084195,0.0812407680945347,0.0787789266371246,0.0886262924667651,0.0822255046774988,0.0731166912850812,0.0728705071393402,0.0763170851797144,0.0777941900541605,0.0721319547021172,0.0760709010339734,0.0765632693254554,0.0758247168882324,0.0748399803052683,0.0775480059084195,0.0755785327424914,0.0782865583456425,0.0745937961595273,0.0750861644510094,0.0745937961595273,0.0881339241752831,0.085425898572132,0.0837026095519448,0.0782865583456425,0.0839487936976859
"10","E22000016",0.0856734888148501,0.0766871592180376,0.0948518570808229,0.0871195730563969,0.0887061877974903,0.0788980239434588,0.0858214337227751,0.082359728833117,0.0758690321650079,0.0863983845377182,0.0915909418722054,0.0937545074282417,0.083513630463003,0.0904370402423193,0.0988028270589932,0.0872638107601327,0.077599884609837,0.0851002452040964,0.0800519255733449,0.0822154911293812,0.08293667964806,0.0745708928313861,0.0820712534256455,0.0911582287609981,0.098947064762729,0.077599884609837,0.0923121303908842,0.0862541468339824,0.0901485648348478,0.0822154911293812,0.0851002452040964,0.0892831386124333,0.0875522861676042,0.0836578681667388,0.0871195730563969,0.0803404009808164,0.0838021058704745,0.0794749747584018,0.0856771960190394,0.0816385403144382,0.0921678926871484,0.08769652387134,0.0819270157219097,0.0913024664647339,0.0923121303908842,0.0832251550555315,0.0855329583153036,0.082359728833117,0.0830809173517958,0.0836578681667388,0.0757247944612722,0.0884177123900187,0.0763017452762152,0.0788980239434588,0.088273474686283,0.0807731140920237,0.0826482042405885,0.088273474686283,0.0872638107601327,0.0819270157219097,0.0858214337227751,0.0861099091302466,0.0874080484638685,0.0848117697966248,0.0904370402423193,0.0904370402423193,0.0865426222414539,0.0892831386124333,0.0872638107601327,0.0868310976489254,0.0804846386845521,0.0869753353526612,0.0839463435742103,0.0855329583153036,0.0839463435742103,0.0869753353526612,0.0884177123900187,0.0816385403144382,0.0865426222414539,0.0848117697966248,0.0863983845377182,0.0923121303908842,0.0843790566854176,0.0897158517236406,0.0884177123900187,0.0833693927592673,0.0901485648348478,0.0891389009086975,0.0895716140199048,0.0868310976489254,0.0797634501658734,0.0897158517236406,0.0920236549834127,0.0878407615750757,0.0862541468339824,0.0858214337227751,0.0934660320207702,0.0817827780181739,0.0884177123900187,0.0794749747584018,0.088273474686283,0.0839463435742103,0.0865426222414539
