"","PFA17CD","vio.rate","PFA.vio.li","PFA.vio.ui","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
"1","E23000001",0.0769400504447034,0.0757565089679698,0.0780254827372381,0.0765400896582041,0.0782690897157558,0.0774107122084302,0.0763551895104064,0.077743777375324,0.076345393476086,0.0767139692673913,0.077622551450609,0.0778490847442684,0.077236832599243,0.0768107051063053,0.0777535734096444,0.0764849869651518,0.0766282539670878,0.0769527476039512,0.0765498856925245,0.0771621378375499,0.0772380571035331,0.0760870230708853,0.0761641668411585,0.0770727490243762,0.0764127412120388,0.0767923375419546,0.0774388758071014,0.0767923375419546,0.0767996845676949,0.0770972391101772,0.0761923304398297,0.0758788573415767,0.0761825344055093,0.0768939713980288,0.076947849586791,0.0763613120318567,0.0770703000157961,0.0767886640290844,0.0769086654495094,0.077018870835614,0.0774413248156815,0.0768829508594183,0.077018870835614,0.0767249898060018,0.0765082525466628,0.0772576491721739,0.0756094663977655,0.0771780563933206,0.0774584678757422,0.077839288709948,0.076560906231135,0.0761323297296172,0.0759792666933609,0.0772245875563425,0.076513150563823,0.0773029558309058,0.0773054048394859,0.0772490776421435,0.0772637716936241,0.0762866172701636,0.0768437667221367,0.0771756073847405,0.0757319168267706,0.0766417235142783,0.0765731512740355,0.0767433573703526,0.0775196930902447,0.0767886640290844,0.0769735641768821,0.0773764260883088,0.0766294784713778,0.0767800924990541,0.0763882511262378,0.0769600946296915,0.0766539685571788,0.0763478424846661,0.07812949622669,0.0761139621652664,0.0774315287813611,0.0780829650636681,0.076755602413253,0.077091116588727,0.0767923375419546,0.0765951923512564,0.0764127412120388,0.0768351951921064,0.0764776399394115,0.0762682497058128,0.0770311158785145,0.0773249969081267,0.0777817370083156,0.0767519289003829,0.0754417093100286,0.0766600910786291,0.0770641774943459,0.076803358080565,0.0780339848920661,0.0778111251112768,0.0767715209690237,0.0780768425422178,0.077187852427641,0.075693957193779,0.0772466286335634
"2","E23000002",0.0637100936666013,0.0591977751969123,0.0681862923419986,0.0662585523946705,0.0610971071900132,0.0665386308166287,0.0617973032449086,0.0615772416276557,0.0635177849797943,0.0617372864402033,0.0651782499099748,0.0638978914095947,0.0625975273076461,0.0635778017844997,0.0658184291601649,0.0672188212699556,0.0664986196134918,0.063457768175089,0.0610971071900132,0.0634777737766575,0.058216300564158,0.0631576841515624,0.0609770735806026,0.0616572640339295,0.0682991237546513,0.0642379866362582,0.0616372584323611,0.0592565918457168,0.0640979474252791,0.0626175329092146,0.0630176449405834,0.0644180370503741,0.0678189893170088,0.0627375665186252,0.0685391909734726,0.0634777737766575,0.0642179810346897,0.0617172808386348,0.0600568159084544,0.0646981154723323,0.064458048253511,0.0623574600888249,0.0665386308166287,0.0647181210739007,0.0656983955507542,0.0634377625735206,0.0640979474252791,0.0638178690033209,0.0647381266754691,0.0622574320809827,0.0642179810346897,0.0638378746048894,0.0609170567758973,0.0668787260432921,0.0619773536590245,0.0615772416276557,0.0679590285279878,0.0646380986676269,0.0606569839555075,0.0639379026127316,0.0627775777217621,0.0641579642299844,0.0679390229264194,0.0666386588244709,0.0615372304245189,0.0618973312527508,0.0650582163005642,0.0662785579962389,0.0605569559476653,0.0624574880966671,0.0619573480574561,0.0657384067538911,0.0615372304245189,0.060676989557076,0.0651382387068379,0.063637818589205,0.061317168807266,0.0636178129876365,0.0638178690033209,0.0680790621373985,0.0668787260432921,0.0650782219021326,0.065778417957028,0.0598967710959069,0.0635177849797943,0.0620173648621614,0.0630976673468571,0.0664386028087865,0.0603769055335494,0.0594366422598328,0.069699515864442,0.0637378465970472,0.0638178690033209,0.0621974152762774,0.0660584963789861,0.0632777177609731,0.0640179250190053,0.0641179530268475,0.0648581602848798,0.0647581322770376,0.0631176729484256,0.061497219221382,0.0617973032449086
"3","E23000003",0.0709730281410069,0.0680954335224947,0.0738217539454187,0.073195107092252,0.069060641116032,0.0703064570227738,0.0706418689976658,0.0741808075898938,0.0697793810622292,0.0683761268815585,0.0703133021651185,0.0704775855813922,0.0733320099391467,0.069060641116032,0.0723873802955732,0.0690058799772741,0.0695603365071977,0.066219907042967,0.071360608943863,0.0699505096208476,0.0720793488900602,0.071696020918755,0.0696424782153345,0.0704159793002895,0.0713263832321393,0.0718466140503392,0.0696767039270582,0.0709430552608342,0.069991580474916,0.0681365468994928,0.0710320421113157,0.0724489865766759,0.0707582364175263,0.0703749084462211,0.0699847353325712,0.0708814489797315,0.0706487141400105,0.069991580474916,0.0694713496567161,0.0724079157226074,0.0702174701722922,0.0705528821471842,0.0716070340682735,0.0718534591926839,0.0700258061866397,0.0715317375024814,0.0716823306340655,0.0723805351532285,0.0713879895132419,0.0735921253482466,0.072832314547981,0.0687457645681742,0.0723189288721259,0.0727501728398442,0.069526110795474,0.0736126607752808,0.0701284833218107,0.0705528821471842,0.0710525775383499,0.0718876849044076,0.0727980888362574,0.0717850077692366,0.0698136067739529,0.0700668770407081,0.0715248923601366,0.0722299420216443,0.0709430552608342,0.0704228244426343,0.068362436596869,0.0714564409366893,0.0699984256172607,0.0707719267022158,0.0719150654737865,0.0719698266125444,0.0701763993182238,0.0708403781256631,0.0709772809725578,0.0712921575204156,0.0691359376818241,0.0697246199234713,0.0715796534988945,0.0724900574307443,0.0684719588743848,0.0694097433756135,0.0735921253482466,0.0725653539965364,0.0699573547631923,0.0709841261149026,0.068957963980861,0.0691975439629267,0.0710936483924183,0.0736263510599703,0.0728117791209468,0.0708814489797315,0.0695671816495424,0.0709019844067657,0.0718876849044076,0.0709430552608342,0.0717781626268918,0.0729760625372205,0.0740849755970675,0.0711484095311762,0.0715454277871708
"4","E23000004",0.0737140246555685,0.0710108677554391,0.0763536512462913,0.0730312266958203,0.0757752372953757,0.0733353123031589,0.0723144534785221,0.0725606180177962,0.0751381055466663,0.0690129525988459,0.0752611878163033,0.0736611183110217,0.0735090755073524,0.075688355693279,0.0723506541460625,0.0728212628240865,0.073820401248199,0.0722058514759012,0.0749426219419486,0.0735380360413846,0.0749571022089647,0.0741244868555376,0.0737914407141668,0.0718510849340062,0.0726330193528769,0.0724375357481592,0.0731760293659815,0.075804197829408,0.0733859932377153,0.0742548092586827,0.0737552400466265,0.0739869243188844,0.0745878554000536,0.0710474301146113,0.0748774607403761,0.072299973211506,0.0733570327036831,0.0729081444261832,0.0716845618633208,0.0747905791382793,0.0749426219419486,0.0734077136382395,0.0736031972429572,0.0728647036251348,0.0773608265336413,0.07277058188953,0.0727850621565462,0.0735163156408604,0.0753118687508598,0.0729009042926752,0.0738783223162635,0.0753625496854162,0.0754711516880371,0.0728502233581187,0.0747978192717874,0.0734221939052556,0.0739724440518683,0.072415815347635,0.0719669270701352,0.0744647731304165,0.0747326580702148,0.0733859932377153,0.0740014045859006,0.074993302876505,0.0746240560675939,0.0739869243188844,0.0749064212744083,0.0741462072560618,0.0741027664550134,0.0738783223162635,0.0756593951592467,0.0719669270701352,0.0739796841853764,0.0710619103816274,0.0712646341198532,0.0752322272822711,0.073002266161788,0.07370455911207,0.0733859932377153,0.0706130221041276,0.0721262100073125,0.0723144534785221,0.0739072828502958,0.076397888777069,0.0720393284052158,0.0737190393790862,0.0752322272822711,0.075333589151384,0.073472874839812,0.0748485002063438,0.0737769604471507,0.072763341756022,0.0754639115545291,0.0761734446383191,0.0745516547325133,0.0737190393790862,0.0724230554811431,0.0735669965754168,0.0730457069628364,0.0721262100073125,0.0735307959078765,0.0742692895256988,0.074052085520457
"5","E23000005",0.0765997596297224,0.0744353652431401,0.0790346052697712,0.0770876746951572,0.0806365632443999,0.077557380532557,0.0777102213209172,0.0776953100244918,0.0750336436125598,0.0755704502838738,0.0769348339067969,0.0758202144989991,0.0769795677960731,0.0758127588507864,0.0779637133601488,0.0756338232936817,0.0783924131323788,0.076785720942543,0.0769609286755414,0.0772405154835174,0.0775983865977268,0.0777214047932362,0.078179927158317,0.0746720446742441,0.0773896284477713,0.0785676208653771,0.0758425814436372,0.0754697990330024,0.0755928172285119,0.0765024063104607,0.0777996890994695,0.0760066057043164,0.07915661707418,0.0778406951646393,0.0780345420181694,0.0758574927400626,0.0761967247337402,0.0741464214752491,0.0772554267799428,0.0779003403503409,0.0773076163174317,0.0767484427014796,0.0769311060826906,0.0754921659776405,0.0760811621864434,0.0757642971374039,0.0760998013069751,0.0773821727995586,0.0770727633987318,0.0768341826559256,0.0761258960757196,0.0752013956973454,0.0762600977435481,0.0758873153329133,0.0749218088893694,0.0765098619586733,0.0770615799264128,0.0762936481605052,0.0760327004730609,0.0755219885704913,0.0764688558935035,0.0780606367869138,0.0760587952418053,0.0766664305711399,0.0770056625648175,0.0754399764401516,0.0752125791696645,0.0790485101750959,0.07561518417315,0.0788360242010341,0.0767111644604161,0.07643157765244,0.0768080878871811,0.0760364282971672,0.0769683843237541,0.0765508680238432,0.0755219885704913,0.0744707421725013,0.0774530014575792,0.0766701583952463,0.0761855412614211,0.0791417057777546,0.0766962531639907,0.0759954222319974,0.0760699787141244,0.0795927724946226,0.0759432326945085,0.0773038884933253,0.0774492736334729,0.0769944790924985,0.0776132978941522,0.0774008119200904,0.076248914271229,0.0760364282971672,0.0781463767413598,0.0749329923616884,0.0787801068394389,0.0757419301927658,0.0767782652943304,0.0759059544534451,0.0757307467204467,0.0759506883427212,0.0777474995619807
"6","E23000006",0.0678470267361675,0.0645467545015578,0.0713748576263771,0.0713333527940762,0.0709733290519699,0.0669060338033103,0.0686866917710249,0.0675871598018896,0.0660108396337488,0.0664097848614882,0.0681320606007531,0.0652226795496784,0.0660594914907902,0.0686283095425752,0.0669449552889434,0.0653005225209446,0.0687548043708828,0.069075906627356,0.066789269346411,0.0685212754570842,0.0677136546301972,0.0643080246373004,0.0680834087437117,0.0672855182882331,0.0645804750367322,0.0657773107199502,0.0684239717430014,0.0672368664311917,0.0664584367185296,0.0691926710842553,0.0669352249175351,0.0684920843428594,0.0689299510562318,0.0651837580640453,0.0666919656323282,0.0678012279728717,0.0691440192272139,0.0678206887156883,0.072841560362359,0.0687158828852497,0.0708760253378871,0.070272742310574,0.065524321063335,0.0655048603205184,0.0675774294304814,0.0688812991991904,0.0696694592832608,0.0670811804886593,0.0651934884354536,0.0680152961438538,0.0680639480008952,0.0674703953449903,0.0685699273141256,0.066438975975713,0.0646680483794066,0.0680639480008952,0.069922448939876,0.0654659388348853,0.0674898560878069,0.0681904428292028,0.0700002919111423,0.0672465968026,0.0678985316869545,0.0675579686876648,0.0689104903134153,0.0679958354010373,0.0687450739994746,0.0688715688277822,0.0664292456043047,0.0689299510562318,0.0669936071459848,0.0670325286316179,0.0683655895145518,0.0680639480008952,0.0684337021144097,0.0714501172509755,0.0690661762559477,0.0679374531725876,0.0661470648334647,0.0681223302293449,0.0691148281129891,0.0665849315468371,0.068550466571309,0.0701657082250829,0.0692024014556636,0.069990561539734,0.0691537495986222,0.0697570326259353,0.0703505852818402,0.0689299510562318,0.0659427270338909,0.070272742310574,0.0662151774333226,0.0683363984003269,0.0636463593815376,0.0717031069075907,0.0691342888558056,0.0658940751768495,0.0704284282531064,0.0680834087437117,0.0692024014556636,0.0683363984003269,0.0669936071459848
"7","E23000007",0.0713261681539188,0.0683436718730653,0.0741475129810713,0.0720202695569553,0.0706267375162755,0.0726325790899813,0.0704648625822571,0.072456628074744,0.0718091283386705,0.0734208396382447,0.0727170355772953,0.0741879860646796,0.071844318541718,0.0719991554351269,0.0695639933842418,0.0722384488158497,0.0724073617904775,0.0709504873843122,0.0724214378716965,0.0732589647042263,0.0711827427244255,0.0736108667347011,0.0732519266636169,0.0719287750290319,0.0707604602878559,0.0709997536685787,0.0690361403385298,0.0705282049477425,0.0718935848259844,0.0702537213639723,0.0677411408663828,0.0695428792624133,0.0735897526128726,0.0719428511102509,0.0713938839427103,0.0705211669071331,0.0702748354858008,0.0710701340746736,0.0719921173945174,0.0704085582573811,0.0713727698208819,0.0707886124502938,0.0742724425519935,0.0689164936481683,0.0734349157194637,0.0720624978006123,0.0701903789984868,0.0707041559629799,0.0712108948868635,0.0712531231305205,0.072498856318401,0.0715346447549002,0.0694795368969279,0.0722032586128022,0.0704367104198191,0.0696554879121652,0.0700003519020305,0.0691135587852342,0.0715135306330718,0.0698455150086216,0.0702748354858008,0.0717669000950135,0.0719076609072034,0.0704367104198191,0.0712249709680825,0.0708941830594362,0.0690783685821867,0.0692332054755956,0.0703381778512862,0.0715135306330718,0.0705704331913995,0.0730478234859415,0.0710490199528451,0.0685927437801316,0.071858394622937,0.0708308406939508,0.0695639933842418,0.0716894816483091,0.0685786676989126,0.0723440194249921,0.0740894534961467,0.0714713023894148,0.0725692367244959,0.0721680684097547,0.0716050251609952,0.072498856318401,0.0713023894147869,0.0718654326635465,0.0686208959425696,0.0716191012422142,0.0678044832318682,0.0705422810289615,0.0703100256888482,0.0713727698208819,0.0717669000950135,0.0695639933842418,0.0699018193334976,0.0751451595875708,0.0728577963894852,0.0743780131611359,0.0707604602878559,0.0708801069782173,0.0692402435162051
"8","E23000008",0.0694951244816631,0.0655103717300531,0.0736567393379646,0.071395097041095,0.0691811703107577,0.0670157237278001,0.0685024482474427,0.0718475784166384,0.0681792472649117,0.0716536578271198,0.070894135518172,0.0677106058402418,0.0721546193500428,0.0669026033839143,0.0700538129635914,0.0669995636786736,0.0700861330618445,0.0642685153762868,0.0709426156655516,0.0716698178762464,0.070748695076033,0.0680014867245196,0.0680338068227727,0.0728171813642313,0.0671450041208125,0.0738029443609509,0.0676459656437356,0.0698922124723259,0.0672904445629515,0.070069973012718,0.0640261146393885,0.0711042161568171,0.0671934842681922,0.0692134904090108,0.0704416541426286,0.0700214928653383,0.0726394208238393,0.0696336516863011,0.067306604612078,0.0691650102616312,0.0670480438260532,0.0702962137004896,0.0678075661350011,0.0728979816098641,0.0726071007255862,0.0699891727670852,0.0731403823467623,0.0687125288860878,0.0717021379744994,0.0707325350269065,0.0687125288860878,0.0729949419046234,0.0684054879526834,0.069100370065125,0.0690680499668719,0.0669510835312939,0.0710072558620578,0.0705870945847675,0.0721869394482959,0.067128844071686,0.0704578141917551,0.067306604612078,0.0684054879526834,0.0687125288860878,0.0686963688369613,0.0709264556164251,0.0686478886895816,0.0693750909002763,0.0691811703107577,0.0711850164024499,0.0672258043664453,0.0674035649068373,0.0720091789079039,0.0723162198413083,0.0676136455454825,0.0675166852507232,0.0678722063315072,0.0675490053489763,0.0695366913915418,0.0722030994974225,0.0700861330618445,0.068777169082594,0.0738675845574571,0.0707971752234127,0.0704578141917551,0.0678560462823807,0.0723162198413083,0.0699891727670852,0.0665955624505098,0.0699730127179587,0.0697306119810604,0.0717667781710056,0.0677914060858745,0.0672581244646984,0.0692296504581374,0.0706517347812737,0.0671126840225594,0.0664178019101178,0.0731080622485092,0.0717344580727525,0.070069973012718,0.0707163749777799,0.0711850164024499
"9","E23000009",0.0644880196176172,0.0609112760782103,0.0682061604824416,0.0631191692929699,0.0636967467322929,0.0630438331052321,0.0620895747272202,0.0641236517961403,0.0659191642705574,0.0614994412566076,0.0643747724219329,0.0624662556659091,0.0644877767035395,0.0619891264769032,0.0643622163906432,0.0635837424506862,0.0655299273005788,0.0643245482967744,0.0652788066747862,0.0651406903306003,0.0639604233893751,0.0630940572303906,0.0667855304295418,0.0638223070451892,0.0661075047399018,0.0659442763331366,0.0649649058925455,0.0618384541014276,0.0630438331052321,0.0658438280828196,0.0616250015695039,0.0651406903306003,0.0635460743568173,0.0642241000464573,0.0627927124794395,0.0665469658350389,0.0640734276709818,0.0658187160202403,0.0645882249538566,0.0648016774857803,0.0643496603593536,0.0641110957648506,0.06684831058599,0.0630312770739425,0.0652285825496277,0.0630563891365217,0.0652788066747862,0.0613613249124217,0.0612357645995254,0.0647012292354633,0.0613111007872632,0.0637093027635825,0.0650653541428625,0.0662205090215085,0.0646258930477255,0.0666223020227766,0.0670240950240448,0.0653290307999448,0.0647137852667529,0.062164910914958,0.0598043770325076,0.0641487638587195,0.0628303805733084,0.0622528031339854,0.064437552578381,0.0711048051931745,0.0614994412566076,0.0641738759212988,0.0681290257775322,0.0677021207136848,0.0635335183255277,0.0612232085682358,0.0639227552955062,0.0655675953944477,0.066371181396984,0.0661451728337707,0.0676518965885263,0.0670366510553344,0.064437552578381,0.0648644576422285,0.0659568323644262,0.0660823926773225,0.0672124354933892,0.0629182727923358,0.0628554926358876,0.0658814961766885,0.0657433798325025,0.0624411436033299,0.0629559408862047,0.0634456261065003,0.0652034704870485,0.0646384490790151,0.0655299273005788,0.0659191642705574,0.0658061599889507,0.0656429315821855,0.0674007759627337,0.0663084012405359,0.0647137852667529,0.0656429315821855,0.0679657973707671,0.0651658023931796,0.0640232035458232
"10","E23000010",0.0753192414573205,0.0732084758473095,0.0774091175688607,0.0773564054877227,0.0762782674321447,0.0771183166671159,0.0737715964529258,0.0755954466636119,0.0758020897909311,0.0741893749494623,0.074890164685588,0.0744544172214585,0.0761255312076045,0.0751462224737878,0.0748587189923003,0.0753034509402262,0.0748677034760968,0.0755999389055102,0.0765792476393269,0.0748587189923003,0.0745307853337286,0.0752046216184649,0.0750698543615177,0.0734167093429647,0.0754876328580541,0.0752360673117526,0.0741309758047851,0.0749979784911458,0.0771452701185053,0.0750294241844335,0.0752001293765667,0.0772800373754526,0.073551476599912,0.0769925338939651,0.0736503059216733,0.074777858638132,0.0741264835628869,0.0755684932122225,0.0761390079332992,0.0726889661554495,0.0745577387851181,0.0752899742145315,0.075577477696019,0.077064409764337,0.0761974070779763,0.0770599175224388,0.0739512861288555,0.0748497345085038,0.0772845296173508,0.0745173086080339,0.0738479645651959,0.0760177174020467,0.0764669415918708,0.0763860812377025,0.0760581475791308,0.0744094948024761,0.0771632390860983,0.0755954466636119,0.0749934862492476,0.0749620405559599,0.0747374284610478,0.075725721678661,0.0756538458082891,0.0757661518557451,0.073645813679775,0.0762917441578394,0.0734885852133366,0.0752899742145315,0.0756718147758821,0.0761435001751974,0.0771273011509124,0.0768622588789161,0.0764804183175656,0.0756852915015768,0.0757481828881522,0.0731741282804596,0.0732864343279157,0.0742253128846482,0.0757661518557451,0.0762423294969587,0.0744409404957638,0.0731965894899509,0.0750249319425352,0.0748227810571144,0.0757931053071346,0.0747464129448443,0.0752495440374473,0.0751596991994825,0.0745577387851181,0.0766062010907163,0.0746790293163706,0.0751596991994825,0.0755190785513418,0.075411264745784,0.0768577666370179,0.0760087329182502,0.0750923155710089,0.0749261026207739,0.0743106654807148,0.0744544172214585,0.0752360673117526,0.0749665327978581,0.076377096753906
