"","PFA17CD","damage.rate","PFA.damage.li","PFA.damage.ui","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
"1","E23000001",0.0817757009345794,0.080271333438246,0.0831867677883811,0.0815595118018021,0.0825037786000938,0.0814736693655937,0.0804650207401457,0.0830188332173439,0.0818170391104271,0.0822677119005209,0.0801829670211755,0.0810413913832589,0.0805018103556636,0.079204976408659,0.0821849352656057,0.0816913412574077,0.0824363309716444,0.079658715000046,0.0813694321216265,0.0821328166436221,0.0825436340169048,0.0808513117030833,0.0814675377630074,0.0806029817983377,0.0807378770552365,0.0826540028634584,0.0804129021181621,0.0817465256806845,0.0816208278276652,0.0818078417065476,0.0821971984707783,0.0821021586306905,0.0821328166436221,0.082151211451381,0.0820684348164658,0.0822247906824167,0.0821236192397426,0.0821266850410357,0.0819396711621533,0.0811977472492098,0.0818998157453423,0.0805018103556636,0.0821573430539673,0.0818660919311176,0.0823351595289703,0.0811241680181741,0.0825589630233706,0.0807133506448913,0.0821726720604331,0.0811057732104151,0.081853828725945,0.0816238936289583,0.0818967499440491,0.0816330910328378,0.0815196563849911,0.0815533801992158,0.0817128018664598,0.0812958528905908,0.0810720493961904,0.0825191076065596,0.0828624773513929,0.0812008130505029,0.0821849352656057,0.082408738760006,0.0828348851397546,0.0812866554867113,0.0813142476983497,0.0807930614785133,0.0815319195901637,0.0810597861910178,0.0811302996207604,0.0818415655207723,0.0824118045612992,0.0825221734078527,0.0829851094031192,0.0811456286272262,0.0832181103013989,0.082092961226811,0.0817925127000819,0.0822094616759509,0.0815687092056815,0.0812284052621413,0.081142562825933,0.0799530319241889,0.0818078417065476,0.0815932356160268,0.0824577915806965,0.0818262365143066,0.0822401196888825,0.0817679862897366,0.0821358824449152,0.0819304737582738,0.0820285793996548,0.0828962011656176,0.0819856581815506,0.082923793377256,0.0821604088552605,0.082368883343195,0.081360234717747,0.0813571689164539,0.0817342624755119,0.0818660919311176,0.082408738760006
"2","E23000002",0.0802776051377667,0.0745477489848901,0.0860827680390695,0.0802558097640065,0.0800306251125923,0.0836786164655017,0.0767429292019456,0.0835435056746532,0.0771932985047739,0.0791298865069357,0.0789497387858044,0.0785894433435417,0.0829129886506936,0.0756170059448748,0.0711583498468744,0.0804359574851378,0.0847144658620068,0.0846243920014412,0.0795352188794812,0.0844892812105927,0.0822374346964511,0.0800756620428752,0.0846243920014412,0.0821923977661683,0.0800306251125923,0.0780940371104306,0.0805260313457035,0.0761574491082688,0.084939650513421,0.0813817330210773,0.0807962529274005,0.0798054404611782,0.0776887047378851,0.0781841109709962,0.0823275085570168,0.0805710682759863,0.079310034228067,0.0855701675373807,0.0807512159971176,0.0829129886506936,0.0768780399927941,0.080931363718249,0.0832732840929562,0.0775535939470366,0.0807962529274005,0.0796252927400468,0.0807512159971176,0.080390920554855,0.0756170059448748,0.0815618807422086,0.0753918212934606,0.0805260313457035,0.0807512159971176,0.0775535939470366,0.0828229147901279,0.0779138893892992,0.0851648351648352,0.0812466222302288,0.0803008466942893,0.0829580255809764,0.0789047018555215,0.0791298865069357,0.0772833723653396,0.0759322644568546,0.0888128265177446,0.0826878039992794,0.0812015852999459,0.0835435056746532,0.080661142136552,0.0825977301387137,0.0768330030625113,0.075301747432895,0.0830931363718249,0.0858854260493605,0.0822374346964511,0.0767429292019456,0.080120698973158,0.0788596649252387,0.0781841109709962,0.0826878039992794,0.0824175824175824,0.0749414519906323,0.080120698973158,0.0826878039992794,0.078769591064673,0.0813366960907945,0.0799405512520267,0.0783192217618447,0.0822374346964511,0.0791749234372185,0.0770581877139254,0.0810214375788146,0.0852549090254008,0.0810214375788146,0.0809764006485318,0.080661142136552,0.0788596649252387,0.0820572869753198,0.0794901819491983,0.0818321023239056,0.0768330030625113,0.073410196361016,0.0806161052062691
"3","E23000003",0.0831366025963603,0.0799445157244544,0.0861251907575364,0.0807902656871946,0.083362997961231,0.0862431636516618,0.0839293226756416,0.0836866120837513,0.0849487071615805,0.0830717452509628,0.0816154816996214,0.0837027927898774,0.0840264069123977,0.0847545386880683,0.0834439014918611,0.0809358920423287,0.082246529238536,0.0835409857286172,0.0820361800588978,0.084350021034918,0.0829584803080806,0.0811138798097149,0.0827643118345685,0.0824083362997961,0.0800297724992719,0.0837675156143814,0.0824730591243002,0.0819067344098896,0.0818581922915116,0.0810976991035889,0.0853532248147309,0.0820685414711498,0.0841720332675318,0.0820847221772758,0.0819229151160157,0.0845280088023041,0.0826834083039384,0.0867285848354422,0.0830232031325847,0.0807255428626905,0.0835571664347432,0.0800783146176499,0.0802239409727841,0.0844471052716741,0.0853855862269829,0.0819229151160157,0.0829099381897026,0.0849972492799586,0.0835086243163652,0.0836866120837513,0.08223034853241,0.0839131419695155,0.0826995890100644,0.0851428756350927,0.0843338403287919,0.0855635739943691,0.0845765509206822,0.0789618458949548,0.084366201741044,0.0826025047733083,0.0805960972136824,0.0825216012426782,0.0831688294877188,0.0845927316268082,0.0835571664347432,0.0806284586259344,0.0786544124785606,0.0835409857286172,0.0834762629041131,0.0810653376913369,0.0826510468916864,0.0829099381897026,0.0826510468916864,0.0834439014918611,0.0822141678262839,0.0852723212841008,0.0813565904016051,0.0818258308792596,0.0826834083039384,0.0838645998511375,0.0841720332675318,0.0814051325199832,0.0809682534545808,0.084414743859422,0.0838160577327595,0.0837189734960034,0.0846736351574383,0.0814860360506132,0.0820523607650238,0.0838645998511375,0.0834600821979871,0.0856606582311252,0.0820685414711498,0.0841234911491538,0.0838322384388855,0.0823436134752921,0.0839940455001456,0.0853532248147309,0.0860004530597715,0.0820685414711498,0.0826834083039384,0.082246529238536,0.0829422996019546
"4","E23000004",0.0793656066315997,0.0759855563358179,0.082689724768336,0.0788088159577472,0.0782108987028517,0.0812669202278729,0.0796890830274544,0.0791742098357388,0.0803700443455297,0.0791243833978309,0.0794399508379146,0.0764835821887093,0.0815824876679566,0.0779949841385839,0.081117440914149,0.0806856117856134,0.079041339334651,0.0797389094653623,0.0797555182779983,0.0812337026026009,0.0776794166985002,0.0794067332126426,0.0803866531581657,0.0804696972213456,0.0809845704130612,0.0788586423956551,0.0804696972213456,0.0784932485176635,0.0783603780165756,0.082263448986032,0.080054476905446,0.0818482286701324,0.0796060389642744,0.0803700443455297,0.0774468933215964,0.0805527412845256,0.0763839293128934,0.0758358384959059,0.0796226477769104,0.078958295271471,0.075802620870634,0.0808018734740653,0.0794731684631866,0.0796558654021824,0.0804863060339816,0.0805859589097975,0.0796558654021824,0.0807520470361574,0.0771313258815127,0.0798717799664502,0.0793402979620987,0.0785596837682074,0.0816323141058646,0.0796724742148184,0.0798385623411782,0.0784434220797555,0.0794399508379146,0.0784932485176635,0.0804198707834377,0.0802870002823498,0.0786593366440233,0.0764503645634374,0.0755202710558222,0.0782939427660317,0.0795562125263665,0.0795063860884585,0.0813001378531449,0.0806856117856134,0.0771645435067847,0.0814163995415968,0.0806191765350695,0.0796392565895464,0.075719576807454,0.0805195236592536,0.0794565596505506,0.0781444634523078,0.0819644903585843,0.0765832350645252,0.0773306316331445,0.0772475875699646,0.0762012323738976,0.0817817934195884,0.0823797106744839,0.0763673205002574,0.0812835290405089,0.0773472404457805,0.0795396037137305,0.0779949841385839,0.0824461459250278,0.0784932485176635,0.0817153581690445,0.0793569067747347,0.0794897772758226,0.0801707385938979,0.0802703914697138,0.0771645435067847,0.0814163995415968,0.0770981082562408,0.0786095102061154,0.0809513527877892,0.0810842232888771,0.0764835821887093,0.0782275075154877
"5","E23000005",0.0851705485317348,0.0825139111073506,0.0878641682671563,0.0877250525233363,0.0851808841649898,0.0844894377121987,0.0844096554291844,0.0863598890139796,0.086076218674373,0.0844007907310717,0.0862712420328526,0.086226918542289,0.0860939480705985,0.0864485359951067,0.0857127660517521,0.0846490022782274,0.086679018146037,0.086226918542289,0.0853049899385676,0.0859077894102316,0.0839043676367601,0.08357637380659,0.0849947255046229,0.0873172764101519,0.0853581781272439,0.0850656430895246,0.0843210084480573,0.0869892825799817,0.0843564672405081,0.0858989247121189,0.0866967475422624,0.0863598890139796,0.0857570895423156,0.0860850833724857,0.083727073674506,0.0843653319386208,0.0848174315423688,0.0847908374480307,0.0849947255046229,0.0864839947875575,0.0840993909952397,0.0853049899385676,0.0837802618631822,0.082131428014219,0.0852518017498914,0.0847287845612418,0.0846046787876639,0.0842766849574938,0.0833547563537724,0.0850035902027357,0.0843476025423954,0.0831685976934056,0.0895245862402156,0.0840550675046761,0.0851720194668771,0.0875743526554203,0.0861737303536128,0.0864042125045432,0.0844894377121987,0.083487726825463,0.0865017241837829,0.0851011018819754,0.0837802618631822,0.0871133883535596,0.0851808841649898,0.0873350058063773,0.0858546012215554,0.0837713971650695,0.0867322063347133,0.0836561560896044,0.0827519568821084,0.0876807290327728,0.0862180538441763,0.0854468251083709,0.0831774623915183,0.0871488471460104,0.0844628436178606,0.0872020353346867,0.0860496245800349,0.0861914597498382,0.0852961252404549,0.086377618410205,0.0852518017498914,0.0848617550329323,0.0853581781272439,0.0837359383726187,0.0857304954479775,0.0845869493914385,0.0847465139574672,0.0840639322027888,0.0842234967688175,0.0830622213160531,0.086528318278121,0.0848972138253832,0.085686171957414,0.0858457365234427,0.0860053010894714,0.0830090331273768,0.081617275523682,0.082973574334926,0.0834611327311248,0.0851454253725389,0.0841259850895778
"6","E23000006",0.0829503681700752,0.0792188949886121,0.0864395927429853,0.0837847680611827,0.0826239359038558,0.0817134793098739,0.08392133655028,0.080552647152547,0.0864706150134292,0.0825556516593071,0.0790276323576273,0.0828743114672008,0.0816907178950244,0.0826466973187053,0.0837620066463331,0.0818272863841216,0.0833978240087404,0.0794600992397687,0.0830791642008467,0.086129193790686,0.0839896207948286,0.0832384941047936,0.0833978240087404,0.0816451950653253,0.0866527063322256,0.0802567487595029,0.0825784130741567,0.083215732689944,0.082464605999909,0.0808713069604407,0.0819866162880685,0.0853325442709519,0.0839668593799791,0.0814403423316793,0.0851049301224564,0.077183957754814,0.0838985751354304,0.0840123822096782,0.0820321391177676,0.0850366458779078,0.0837620066463331,0.0818728092138207,0.082009377702918,0.0804160786634497,0.0797104748031138,0.0825328902444576,0.0792324850912733,0.083670960986935,0.0803477944189011,0.0836026767423863,0.0812354895980334,0.0806664542267947,0.0826694587335549,0.0853325442709519,0.0851504529521555,0.082009377702918,0.0841034278690763,0.0814858651613784,0.0847635088997132,0.0840806664542268,0.0826239359038558,0.0851504529521555,0.0810078754495379,0.0838530523057313,0.0857877725679428,0.0819183320435198,0.0826466973187053,0.0841489506987754,0.0827605043929531,0.082259753266263,0.0842399963581736,0.0806209313970956,0.0820321391177676,0.0846269404106159,0.0858560568124915,0.0795056220694678,0.0807802613010425,0.084672463240315,0.083215732689944,0.0838302908908818,0.0856512040788455,0.0810306368643875,0.0830791642008467,0.082259753266263,0.0843310420175718,0.085378067100651,0.0834433468384395,0.0842855191878727,0.0831929712750945,0.0828287886375017,0.0844676105066691,0.0833978240087404,0.0825101288296081,0.082464605999909,0.0823735603405108,0.0830336413711476,0.0822369918514135,0.0834205854235899,0.0813720580871307,0.0835343924978377,0.0854235899303501,0.0781171757636455,0.0810761596940866
"7","E23000007",0.0808716963507586,0.0776903358092594,0.0839075841342453,0.0795108015279427,0.0780342182133342,0.0803774917343434,0.0816775270439444,0.0824479183385228,0.078291015311527,0.0820787725098706,0.0789972073315572,0.0817898757744037,0.0827368150739897,0.0804577408275286,0.0819664237794113,0.0813083812152923,0.0796552498956762,0.0789169582383719,0.0807466375629955,0.0795268513465798,0.0801206946361506,0.0794787018906686,0.0817256764998556,0.0808108368375437,0.0811478830289218,0.0807305877443585,0.0839887009276795,0.0832664590890123,0.0751292010400283,0.0788367091451867,0.080249093185247,0.0805219401020768,0.0810355342984624,0.0810194844798254,0.0816775270439444,0.080891085930729,0.0798157480820467,0.0825602670689821,0.0797194491702244,0.0782107662183417,0.0805058902834398,0.0829615125349084,0.0830738612653677,0.0792058549738388,0.0821108721471447,0.0813404808525664,0.0835232561872051,0.077007029820563,0.0810676339357365,0.0807145379257214,0.0793663531602093,0.0795429011652168,0.0812602317593811,0.082849163804449,0.0830578114467306,0.0820466728725965,0.0802009437293359,0.0794947517093057,0.081854075048952,0.0821429717844188,0.0796392000770391,0.0810836837543736,0.0811478830289218,0.0825442172503451,0.0807787372002696,0.0796873495329503,0.0836195550990274,0.0807787372002696,0.0800725451802395,0.0793503033415722,0.0792379546111129,0.0806182390138991,0.0808750361120919,0.081886174686226,0.0778255705710525,0.0830417616280936,0.081228132122107,0.0795268513465798,0.0788206593265496,0.0803453920970693,0.0808268866561808,0.082512117613071,0.080570089557988,0.0802009437293359,0.0831380605399159,0.0806182390138991,0.0843257471190575,0.0819503739607742,0.0807305877443585,0.0769107309087407,0.0805540397393509,0.0817577761371296,0.0799922960870542,0.0815651783134851,0.0825763168876192,0.0807626873816326,0.0803293422784322,0.0819022245048631,0.0793824029788463,0.081228132122107,0.0815972779507592,0.0807787372002696,0.0807947870189067
"8","E23000008",0.0866371135011628,0.0813384741425068,0.0912374122774289,0.0902872777017784,0.0855547750212593,0.0898805782526713,0.0851111028949606,0.0831885236809997,0.0864421192738566,0.0846304580914704,0.0879210263615188,0.0874773542352202,0.0862572558878988,0.0823011794284024,0.0891041520316486,0.0849632121861944,0.0857396384072171,0.0855917476984508,0.0808962176951233,0.0880319443930935,0.0859614744703664,0.0865900099826228,0.084001922579214,0.0827818242318926,0.0834473324213406,0.0854068843124931,0.0828557695862757,0.0827448515547011,0.0887344252597331,0.0865530373054313,0.0868118460457722,0.0888083706141162,0.0835212777757237,0.0865530373054313,0.086331201242282,0.0888453432913077,0.0862202832107073,0.0855917476984508,0.0854438569896846,0.0857026657300255,0.0861833105335157,0.0837431138388731,0.0869597367545384,0.0857766110844086,0.0965726328243428,0.0815617258845713,0.0868118460457722,0.0872185454948793,0.080674381631974,0.0874403815580286,0.0871076274633046,0.0875512995896033,0.0838170591932562,0.0867379006913891,0.0862572558878988,0.0885125891965837,0.0862572558878988,0.0834473324213406,0.0864790919510482,0.0893629607719895,0.0871446001404962,0.0874773542352202,0.0842977039967464,0.0867379006913891,0.0886235072281584,0.0886235072281584,0.0881058897474766,0.086331201242282,0.0882907531334344,0.0841867859651717,0.0896587421895219,0.0882168077790513,0.0844455947055126,0.0871076274633046,0.0824120974599771,0.0864790919510482,0.0841128406107886,0.0863681739194735,0.0868857914001553,0.0895478241579473,0.0867379006913891,0.085665693052834,0.0908048951824602,0.0869227640773468,0.0821902613968277,0.0857026657300255,0.0893629607719895,0.0832624690353829,0.0893629607719895,0.0862202832107073,0.0913225126631419,0.0866269826598144,0.0865160646282397,0.0865530373054313,0.0841867859651717,0.0857396384072171,0.0882537804562428,0.0832994417125744,0.0864051465966651,0.082338152105594,0.0920989388841646,0.0858875291159833,0.0835212777757237
"9","E23000009",0.0805301252991363,0.0761953647568842,0.0847224656120707,0.080964280464501,0.0829927972953109,0.0792591503748346,0.0817874467146847,0.0802881081875643,0.0795237395266794,0.0807878876966044,0.0829046009113626,0.0844921358224313,0.0769366455975305,0.0782889901514038,0.0802587093929149,0.0792003527855358,0.0790239600176393,0.0774952226958695,0.0828164045274144,0.0828458033220638,0.0800823166250184,0.0807290901073056,0.0819638394825812,0.0784065853300015,0.086226664706747,0.0812288696163457,0.0795237395266794,0.0781125973835073,0.0814346611788917,0.0804351021608114,0.0789945612229899,0.0790827576069381,0.0813758635895928,0.082581214170219,0.0828164045274144,0.0755843010436572,0.0819638394825812,0.0818168455093341,0.0780831985888579,0.0787887696604439,0.0858150815816552,0.0817286491253859,0.0819932382772306,0.0821990298397766,0.0790239600176393,0.0815228575628399,0.0826694105541673,0.0784653829193003,0.0834631780097016,0.0743495516683816,0.0803469057768632,0.0806408937233573,0.0799059238571219,0.0817874467146847,0.0788769660443922,0.0811994708216963,0.0781419961781567,0.0775834190798177,0.079141555196237,0.0815228575628399,0.0812582684109951,0.0826400117595179,0.0817874467146847,0.084609731001029,0.0832279876525062,0.0802293105982655,0.0787887696604439,0.0788475672497428,0.0822578274290754,0.0829633985006615,0.0777304130530648,0.0814640599735411,0.0824636189916213,0.0785535793032486,0.0811700720270469,0.0811700720270469,0.0799647214464207,0.0781419961781567,0.0773482287226224,0.0787299720711451,0.0768190504189328,0.0772894311333235,0.0814052623842422,0.0804645009554608,0.0821108334558283,0.0801117154196678,0.0760546817580479,0.0799059238571219,0.0820520358665295,0.0792297515801852,0.079847126267823,0.0819638394825812,0.0853740996619139,0.0811112744377481,0.0808466852859033,0.0813758635895928,0.0788475672497428,0.0779362046156108,0.0794355431427311,0.0808466852859033,0.0799059238571219,0.0781419961781567,0.0819932382772306
"10","E23000010",0.0845323117083599,0.0817048466490121,0.0868716615628151,0.0828771207111497,0.0843839774513524,0.0856740202721015,0.0812184942273294,0.0847308797224782,0.0861401701989268,0.0861726922868448,0.0837335356929915,0.0833541113339476,0.0837010136050734,0.0833974741178384,0.0839611903084178,0.0833974741178384,0.0848284459862323,0.083614288037292,0.0851211447774947,0.0826494660957234,0.0833107485500569,0.0827903951433682,0.0853271180009757,0.0853921621768118,0.084633313458724,0.0827361916635048,0.0837010136050734,0.0827253509675321,0.0840479158761993,0.0843731367553797,0.084568269282888,0.0841996856198168,0.0838202612607729,0.0842430484037075,0.0878530001626104,0.0859667190633639,0.086812293349233,0.0857065423600195,0.085316277305003,0.0862919399425443,0.0842430484037075,0.0819773429454171,0.0832999078540842,0.0853271180009757,0.082118271993062,0.0848501273781777,0.0856414981841834,0.0884492384411079,0.0836684915171554,0.0853054366090303,0.085316277305003,0.0841563228359261,0.0836684915171554,0.0841671635318988,0.0855764540083473,0.0845140658030245,0.0815220337145645,0.0848176052902596,0.082866280015177,0.0850669412976313,0.0835817659493739,0.083343270637975,0.0828771207111497,0.0844164995392704,0.0827145102715594,0.0836793322131281,0.0827470323594775,0.0830397311507399,0.0836901729091008,0.0840045530923085,0.0836034473413193,0.0839720310043905,0.083614288037292,0.0827903951433682,0.0863678248143531,0.0839178275245271,0.0847634018103962,0.0842322077077348,0.0845032251070519,0.0866822049975608,0.0839828717003632,0.0815328744105372,0.0826819881836414,0.0847308797224782,0.085858312103637,0.0842538890996802,0.0830397311507399,0.0838094205648003,0.0844923844110792,0.0858041086237736,0.0856523388801561,0.0850235785137406,0.0845791099788606,0.0834516775977018,0.0849368529459591,0.0838202612607729,0.084839286682205,0.084600791370806,0.0863244620304624,0.0833107485500569,0.0864653910781072,0.0830397311507399,0.0847308797224782
