"","CSP17CD","vio.rate","CSP.vio.li","CSP.vio.ui","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
"1","E22000001",0.0715389510044541,0.0631239129577377,0.0800052769070504,0.0752755368708101,0.0674923304169981,0.0695375525508465,0.074764231337348,0.0659016020906715,0.0706169753437109,0.0757868424042722,0.072321327121918,0.0736848085444836,0.0701624815361891,0.0743097375298262,0.0727758209294398,0.0741961140779457,0.0697079877286672,0.0665265310760141,0.0699352346324281,0.0744801727076469,0.0715259629587547,0.0735143733666629,0.0655607317350301,0.0701624815361891,0.0698216111805477,0.0631746392455403,0.0704465401658902,0.0704465401658902,0.0717532098625156,0.0761277127599136,0.0753323485967504,0.0693671173730258,0.065049426201568,0.0706737870696512,0.0706737870696512,0.068458129757982,0.0632882626974207,0.0751619134189297,0.0751051016929894,0.0770935121008976,0.0742529258038859,0.0657311669128508,0.0778888762640609,0.0773207590046586,0.0670378366094762,0.0668105897057153,0.0655039200090899,0.0733439381888422,0.0685717532098625,0.0798772866719691,0.071355527780934,0.0758436541302125,0.0705601636177707,0.069423929098966,0.0673218952391774,0.0690830587433246,0.0651630496534485,0.0680604476764004,0.0701056698102488,0.0715827746846949,0.0775480059084195,0.0646517441199864,0.0703329167140098,0.076695830019316,0.0708442222474719,0.0719804567662766,0.0724917622997387,0.0743097375298262,0.0774911941824793,0.0685149414839223,0.0708442222474719,0.0637995682308829,0.0756164072264515,0.0655039200090899,0.0647653675718668,0.0795932280422679,0.0730030678332008,0.074764231337348,0.0785706169753437,0.0808998977388933,0.0735143733666629,0.0717532098625156,0.0683445063061016,0.0635155096011817,0.0715259629587547,0.0709578456993523,0.0669242131575957,0.0765253948414953,0.0691966821952051,0.071128280877173,0.083740484035905,0.072321327121918,0.0752755368708101,0.0653334848312692,0.0712987160549938,0.0785706169753437,0.0693103056470856,0.0706169753437109,0.0729462561072605,0.0736279968185433,0.073059879559141,0.076695830019316,0.0730030678332008
"2","E22000002",0.0816072521098278,0.0769019308690422,0.0867521802394742,0.082385633888331,0.0825490974476333,0.0803073114914882,0.0866356864301894,0.0844406043481307,0.0772248558017888,0.0811479812250426,0.083436471055274,0.0833197113700581,0.0836232865516195,0.0793265301356748,0.0797235130654088,0.0808210541064381,0.0789061952688976,0.0838568059220512,0.0826191532587628,0.0850244027742101,0.0830161361884968,0.0850477547112533,0.083833453985008,0.0838101020479649,0.0793498820727179,0.078836139457768,0.0800504401840133,0.0776918945426523,0.0838101020479649,0.0866823903042757,0.0820353548326834,0.0782756929687318,0.0856315531373327,0.0789061952688976,0.0812413889732153,0.0831095439366695,0.0800037363099269,0.0805174789248768,0.078182285220559,0.0818952432104243,0.0793732340097611,0.0785092123391635,0.0761740186348458,0.0822688742031151,0.0894145669383275,0.0885038413936436,0.0816150199659062,0.0827125610069355,0.081591668028863,0.0809611657286972,0.0800737921210564,0.0818251873992948,0.0832496555589286,0.0821754664549424,0.079233122387502,0.0828059687551082,0.0809144618546108,0.0773416154870046,0.0813815005954744,0.0817784835252084,0.0816617238399925,0.0806108866730495,0.0812880928473017,0.0800737921210564,0.0827125610069355,0.0814982602806903,0.0826658571328492,0.0793965859468043,0.0808677579805245,0.0800504401840133,0.084487308222217,0.0835765826775331,0.0809144618546108,0.0806108866730495,0.0819419470845107,0.0852579221446419,0.0812647409102585,0.0796301053172361,0.0852345702075987,0.081194685099129,0.079233122387502,0.084487308222217,0.0803073114914882,0.0815683160918198,0.0828993765032809,0.083833453985008,0.0840202694813535,0.082642505195806,0.0856082012002896,0.0841837330406557,0.0774116712981342,0.0782289890946454,0.0797235130654088,0.0807743502323518,0.0861452957522826,0.0844406043481307,0.0825257455105901,0.0785325642762067,0.0840202694813535,0.0843238446629148,0.0786493239614226,0.082245522266072,0.0827826168180651
"3","E22000003",0.0631152315788434,0.0560873855257542,0.0709946108211876,0.0628424742064472,0.0588438564446858,0.0639778841881819,0.0648664659130177,0.0696549340968554,0.065014562867157,0.0577578121143308,0.0646690033074986,0.060719751197117,0.0624969146467888,0.063089302463346,0.0544503134718863,0.0539566569580886,0.0591400503529644,0.0640766154909414,0.0589425877474453,0.0645702720047391,0.0585476625364072,0.0682726958582218,0.0633361307202449,0.0731105296934393,0.0627437429036876,0.0646196376561189,0.0641753467937009,0.0666436293626894,0.0599792664264205,0.0596830725181419,0.060522288591598,0.0585970281877869,0.0671372858764871,0.0592387816557239,0.0658044132892334,0.0645209063533593,0.0636323246285235,0.0658537789406131,0.0719257540603248,0.066742360665449,0.0663474354544108,0.0654094880781952,0.065458853729575,0.0638791528854223,0.0625956459495483,0.0572641556005331,0.0634842276743842,0.0590906847015846,0.0690131806289184,0.0661499728488917,0.0616576985733327,0.0605716542429777,0.0607691168484968,0.0642740780964605,0.0586463938391667,0.0644221750505998,0.0617564298760922,0.0714814631979069,0.0619045268302315,0.0667917263168288,0.0652120254726761,0.0658537789406131,0.066742360665449,0.0677296736930444,0.0666929950140692,0.0588932220960656,0.0653107567754357,0.0607691168484968,0.0640272498395616,0.0608184824998766,0.0652613911240559,0.0655082193809547,0.0725181418768821,0.0592387816557239,0.0682233302068421,0.0629905711605865,0.0604235572888384,0.0600286320778003,0.0685195241151207,0.0629905711605865,0.0620526237843708,0.0608678481512564,0.068025867601323,0.0663474354544108,0.0657056819864738,0.0644715407019796,0.0564743051784568,0.0651132941699166,0.0639778841881819,0.0632867650688651,0.0622007207385101,0.0652613911240559,0.0681245989040825,0.0625462802981685,0.0641753467937009,0.0588932220960656,0.0706422471244508,0.0626943772523079,0.054943969985684,0.0625462802981685,0.0644715407019796,0.0651626598212963,0.0632373994174853
"4","E22000006",0.0695330844436326,0.0633455365293893,0.0767336201475525,0.0696045971762378,0.0742474407276325,0.0643909122045896,0.073942991970164,0.0686151387144651,0.070632111732694,0.0678920729154774,0.066179548654717,0.0696045971762378,0.0705940556380104,0.0713932336263653,0.062526163565095,0.0709746165848461,0.0709746165848461,0.0642006317311717,0.0714312897210488,0.0764166381245956,0.0723826920881379,0.0642386878258553,0.0702896068805419,0.0750466187159874,0.0702896068805419,0.0669406705483883,0.07272519694029,0.0713551775316817,0.0722304677094037,0.0694904288921871,0.070365719069909,0.0703276629752255,0.0742854968223161,0.0699090459337063,0.0682345777676295,0.0691098679453514,0.0696807093656049,0.066179548654717,0.0769494234501655,0.0717357384785173,0.074818282147886,0.0746660577691517,0.0696426532709213,0.0657609316131978,0.0682726338623131,0.0678920729154774,0.0665601096015527,0.0716976823838338,0.0660653803706664,0.0708985043954789,0.0743616090116832,0.0722685238040872,0.0743616090116832,0.0730296456977585,0.0680062411995281,0.0715074019104159,0.0746280016744682,0.073334094455227,0.0732960383605434,0.0737907675914298,0.0712029531529474,0.0721924116147201,0.0691098679453514,0.0691859801347186,0.0653042584769951,0.0669406705483883,0.0736765993073791,0.0665220535068691,0.0657228755185143,0.0710507287742132,0.0710887848688967,0.0624119952810443,0.0621456026182593,0.0674353997792747,0.0640103512577539,0.0665601096015527,0.0693001484187693,0.0700993264071241,0.0678540168207939,0.071849906762568,0.0751227309053545,0.0712029531529474,0.0780149941013053,0.0701373825018077,0.0732960383605434,0.064352856109906,0.0724207481828215,0.0667503900749705,0.0712790653423146,0.0735624310233284,0.0710887848688967,0.0667884461696541,0.0721924116147201,0.067054838832439,0.0699090459337063,0.0686912509038323,0.0700993264071241,0.0714312897210488,0.0661414925600335,0.0646953609620581,0.075427179662823,0.0712790653423146,0.0691098679453514
"5","E22000009",0.0713364956597388,0.0631162780475373,0.0800206282262752,0.0693421386842774,0.0626111252222504,0.0729616459232919,0.070993141986284,0.0662306324612649,0.0770256540513081,0.0688976377952756,0.0650241300482601,0.0659131318262637,0.0698501397002794,0.0721996443992888,0.0690881381762763,0.0784226568453137,0.0661036322072644,0.0619126238252476,0.0718821437642875,0.0680721361442723,0.0655321310642621,0.0723901447802896,0.070993141986284,0.0789306578613157,0.0756921513843028,0.0730251460502921,0.0701676403352807,0.0767716535433071,0.0821691643383287,0.0719456438912878,0.0702311404622809,0.0730886461772924,0.0734696469392939,0.070993141986284,0.0746761493522987,0.08001016002032,0.0701041402082804,0.0744221488442977,0.0713741427482855,0.0722631445262891,0.0700406400812802,0.0673736347472695,0.0716916433832868,0.0748666497332995,0.068262636525273,0.0734061468122936,0.0623571247142494,0.0716916433832868,0.0734061468122936,0.078740157480315,0.0734061468122936,0.0718821437642875,0.0723266446532893,0.0664211328422657,0.0699136398272797,0.0745491490982982,0.075501651003302,0.0779781559563119,0.0653416306832614,0.0748031496062992,0.0697866395732791,0.0708026416052832,0.0687706375412751,0.0662941325882652,0.0616586233172466,0.0735331470662941,0.0739776479552959,0.0699771399542799,0.0658496316992634,0.071247142494285,0.0713106426212852,0.0761366522733045,0.0671831343662687,0.0725806451612903,0.0789306578613157,0.0764541529083058,0.0793751587503175,0.0721996443992888,0.0730251460502921,0.071501143002286,0.0678816357632715,0.0719456438912878,0.0680721361442723,0.0739776479552959,0.0706121412242824,0.0750571501143002,0.0695961391922784,0.0730886461772924,0.0824231648463297,0.0734696469392939,0.0600711201422403,0.0750571501143002,0.071755143510287,0.0734696469392939,0.0690246380492761,0.0695961391922784,0.0755651511303023,0.0714376428752858,0.0706121412242824,0.0725806451612903,0.0727076454152908,0.0724536449072898,0.0670561341122682
"6","E22000010",0.0772486355874233,0.070713760638905,0.0833128141642446,0.0777066929133858,0.0792322834645669,0.0765255905511811,0.0754429133858268,0.0781496062992126,0.0748523622047244,0.0761811023622047,0.0746062992125984,0.0768700787401575,0.0776574803149606,0.0750492125984252,0.0769685039370079,0.0786909448818898,0.0857283464566929,0.0755413385826772,0.0783464566929134,0.0808070866141732,0.0759842519685039,0.0768208661417323,0.0795275590551181,0.0745570866141732,0.0788877952755905,0.0730314960629921,0.0680610236220472,0.0740649606299213,0.0734744094488189,0.0802165354330709,0.0841535433070866,0.0770177165354331,0.072244094488189,0.0764763779527559,0.0793799212598425,0.0765748031496063,0.0744586614173228,0.0788385826771654,0.0796751968503937,0.0781988188976378,0.0757874015748032,0.0760826771653543,0.0755413385826772,0.0773622047244095,0.0788385826771654,0.0795275590551181,0.0732775590551181,0.0723917322834646,0.0764271653543307,0.0775590551181102,0.0762795275590551,0.0791338582677165,0.0761318897637795,0.0763779527559055,0.0794291338582677,0.0798720472440945,0.0782972440944882,0.075492125984252,0.0781496062992126,0.0757381889763779,0.0824311023622047,0.0719488188976378,0.0772145669291339,0.0747047244094488,0.0779527559055118,0.0738188976377953,0.0800688976377953,0.0769685039370079,0.0735728346456693,0.0849409448818898,0.0748031496062992,0.0746555118110236,0.0781988188976378,0.0769192913385827,0.078494094488189,0.0672244094488189,0.078740157480315,0.0791830708661417,0.0776574803149606,0.074753937007874,0.075492125984252,0.0830216535433071,0.078740157480315,0.0861712598425197,0.0749015748031496,0.0703248031496063,0.0763287401574803,0.0746555118110236,0.0783464566929134,0.077755905511811,0.0717027559055118,0.0729822834645669,0.0781496062992126,0.0792814960629921,0.0804625984251968,0.0812992125984252,0.0748523622047244,0.0749015748031496,0.0820374015748031,0.078248031496063,0.0776082677165354,0.0757874015748032,0.0763287401574803
"7","E22000013",0.0832102174106098,0.0718810328333486,0.0944804751992663,0.0825058529103092,0.0948575119076451,0.0934043755550174,0.0809719867603132,0.0879147493339792,0.0834746104787277,0.0819407443287317,0.0895293452813433,0.0695083555340276,0.0784693630418988,0.0756438201340115,0.0879147493339792,0.0838782594655687,0.0818600145313635,0.0886413175102931,0.0779849842576895,0.0844433680471462,0.082828772099782,0.0801646887866311,0.0794381206103173,0.0891256962945023,0.0836360700734641,0.0782271736497941,0.0883991281181884,0.07661257770243,0.0879147493339792,0.0904173730523936,0.0911439412287075,0.0765318479050618,0.0791152014208444,0.0873496407524017,0.0935658351497538,0.0896908048760798,0.091709049810285,0.0792766610155809,0.0783886332445306,0.0801646887866311,0.077016226689271,0.0792766610155809,0.073544845402438,0.0810527165576814,0.0810527165576814,0.0813756357471543,0.0859772341971422,0.10276903204973,0.0844433680471462,0.0822636635182046,0.0839589892629369,0.0846855574392508,0.0772584160813756,0.0851699362234601,0.0846048276418826,0.0884798579155566,0.0939694841365948,0.082425123112941,0.0762089287155889,0.0916283200129168,0.0895293452813433,0.0816178251392589,0.0881569387260838,0.0823443933155728,0.0846855574392508,0.0792766610155809,0.0817792847339953,0.078550092839267,0.0877532897392427,0.0795188504076855,0.0849277468313555,0.0864616129813514,0.0720109792524421,0.0821022039234681,0.0805683377734722,0.0871881811576653,0.0816985549366271,0.0739484943892791,0.0780657140550577,0.0871074513602971,0.0808105271655768,0.0829902316945184,0.0797610397997901,0.0812141761524179,0.0855735852103011,0.0837975296682005,0.0770969564866392,0.0804068781787358,0.0846855574392508,0.0848470170339872,0.0900944538629208,0.0874303705497699,0.0869459917655607,0.0728182772261242,0.093646564947122,0.0802454185839993,0.0687010575603455,0.0760474691208525,0.0836360700734641,0.0860579639945104,0.0800032291918947,0.0826673125050456,0.0775006054734803
"8","E22000014",0.0660001431673388,0.0551154742649368,0.0768220108221545,0.0645430684800763,0.0626342161775233,0.0557146265807683,0.0660940109759007,0.0628728227153424,0.0676449534717251,0.0669291338582677,0.062157003101885,0.0690765926986399,0.062992125984252,0.0544022906227631,0.0731329038415653,0.0660940109759007,0.0626342161775233,0.0640658554044381,0.0606060606060606,0.060486757337151,0.0749224528752088,0.0662133142448103,0.0597709377236936,0.0683607730851825,0.0668098305893581,0.0715819613457409,0.0684800763540921,0.0697924123120973,0.0602481507993319,0.0615604867573371,0.0653781913624433,0.0591744213791458,0.0725363874970174,0.0695538057742782,0.0654974946313529,0.0681221665473634,0.0713433548079217,0.0746838463373896,0.0588165115724171,0.0640658554044381,0.0637079455977094,0.0610832736816989,0.068241469816273,0.0638272488666189,0.0656167979002625,0.0573848723455023,0.0647816750178955,0.0660940109759007,0.0607253638749702,0.077905034597948,0.0799331901694106,0.0715819613457409,0.0658554044380816,0.0615604867573371,0.0725363874970174,0.0719398711524696,0.0647816750178955,0.0542829873538535,0.0668098305893581,0.0632307325220711,0.068241469816273,0.0714626580768313,0.0586972083035075,0.0656167979002625,0.0567883560009544,0.0640658554044381,0.0564304461942257,0.0627535194464328,0.0622763063707946,0.0656167979002625,0.0610832736816989,0.0654974946313529,0.0628728227153424,0.0566690527320449,0.0693151992364591,0.0712240515390122,0.0662133142448103,0.0671677403960868,0.0676449534717251,0.0690765926986399,0.0745645430684801,0.0608446671438797,0.0623956096397041,0.0662133142448103,0.0662133142448103,0.0581006919589597,0.0676449534717251,0.0765926986399427,0.0647816750178955,0.0653781913624433,0.0640658554044381,0.0647816750178955,0.0713433548079217,0.0821999522786924,0.0714626580768313,0.0748031496062992,0.0708661417322835,0.061321880219518,0.0745645430684801,0.0700310188499165,0.0626342161775233,0.0727749940348366,0.0637079455977094
"9","E22000015",0.0623648464235477,0.0518082904249418,0.0715593350212056,0.0621457064875079,0.0700188956539996,0.0550073483098887,0.0545874448876758,0.0606760445097628,0.0657148855763175,0.0676044509762755,0.0634054167541465,0.0705437749317657,0.0541675414654629,0.0608859962208692,0.0540625656099097,0.0568969137098467,0.0648750787318917,0.0566869619987403,0.0648750787318917,0.0535376863321436,0.0660298131429771,0.0563720344320806,0.059836237665337,0.0540625656099097,0.0660298131429771,0.0584715515431451,0.0604660927986563,0.0662397648540836,0.0648750787318917,0.056057106865421,0.0565819861431871,0.0557421792987613,0.0633004408985933,0.0708587024984254,0.0635103926096998,0.0614108754986353,0.0618307789208482,0.0589964308209112,0.065504933865211,0.0616208272097418,0.0624606340541675,0.0559521310098677,0.0660298131429771,0.059836237665337,0.0582615998320386,0.0622506823430611,0.0618307789208482,0.0638253201763594,0.0570018895654,0.05374763804325,0.0573168171320596,0.0554272517321016,0.0561620827209742,0.0642452235985723,0.0621457064875079,0.0670795716985093,0.0686542095318077,0.0678144026873819,0.0595213100986773,0.0615158513541885,0.0625656099097208,0.0571068654209532,0.0650850304429981,0.0541675414654629,0.0583665756875919,0.0575267688431661,0.0606760445097628,0.0690741129540206,0.0650850304429981,0.0599412135208902,0.0710686542095318,0.0710686542095318,0.061725803065295,0.0643501994541256,0.0615158513541885,0.0546924207432291,0.0674994751207222,0.0662397648540836,0.0743229057316817,0.0534327104765904,0.0584715515431451,0.0628805374763804,0.0648750787318917,0.0600461893764434,0.0606760445097628,0.057946672265379,0.0557421792987613,0.0678144026873819,0.0610959479319756,0.0641402477430191,0.0628805374763804,0.0593113583875709,0.0742179298761285,0.0498635313877808,0.0605710686542095,0.0674994751207222,0.0608859962208692,0.0606760445097628,0.0601511652319966,0.0656099097207642,0.0634054167541465,0.0674994751207222,0.0620407306319547
"10","E22000016",0.0663449512707365,0.0591426368132045,0.0738406680065702,0.0680785794348416,0.0651878945194974,0.0612943189192378,0.0657188366468055,0.070261341513775,0.0660727980650109,0.0711462450592885,0.0628281517314613,0.0673706565984308,0.0697893929561678,0.0737419621261283,0.0650699073800956,0.0629461388708631,0.0554539555188484,0.0694354315379624,0.0680195858651407,0.0677836115863371,0.0691404636894579,0.065423868798301,0.0646569523921893,0.0663087723438145,0.0694354315379624,0.0612353253495369,0.0674886437378326,0.0667217273317208,0.0621202288950504,0.0763966727626689,0.0658958173559082,0.0722081293139048,0.0608223703616306,0.0674296501681317,0.0620022417556486,0.0732110199988201,0.067252669459029,0.0690814701197569,0.0671346823196272,0.0635360745678721,0.0687275087015515,0.0641260102648811,0.0638900359860775,0.0677246180166362,0.0646569523921893,0.0615302931980414,0.0698483865258687,0.0710282579198867,0.0689634829803551,0.0667217273317208,0.0643619845436847,0.0634770809981712,0.0697303993864669,0.0723261164533066,0.0673116630287299,0.0631821131496667,0.0628281517314613,0.0683735472833461,0.0603504218040234,0.0637720488466757,0.0649519202406938,0.0686095215621497,0.0627101645920595,0.066603740192319,0.0625331838829568,0.0655418559377028,0.0660727980650109,0.0657188366468055,0.0609993510707333,0.0643619845436847,0.0653648752286001,0.0707922836410831,0.0602324346646216,0.0658368237862073,0.0725030971624093,0.0644209781133856,0.0663677659135154,0.0635360745678721,0.0736829685564274,0.0649519202406938,0.0594655182585098,0.0650699073800956,0.0674296501681317,0.0702023479440741,0.0656598430771046,0.0664267594832163,0.0619432481859477,0.0663677659135154,0.0594655182585098,0.0684915344227479,0.0675476373075335,0.0713822193380921,0.0652468880891983,0.0718541678956994,0.0689044894106542,0.063005132440564,0.0733290071382219,0.0686685151318506,0.0661317916347118,0.0695534186773642,0.0729160521503156,0.0694944251076633,0.064185003834582
